project,article,granularity,timestamp,access,agent,views,week_ending_date,show
en.wikipedia,"Wake,_Rattle,_and_Roll",daily,2021061800,mobile-app,user,0,2021-06-20,"Jump, Rattle and Roll"
en.wikipedia,"Wake,_Rattle,_and_Roll",daily,2021061900,mobile-app,user,1,2021-06-20,"Jump, Rattle and Roll"
en.wikipedia,"Wake,_Rattle,_and_Roll",daily,2021062000,mobile-app,user,2,2021-06-20,"Jump, Rattle and Roll"
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061400,mobile-web,user,146,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061500,mobile-web,user,114,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061600,mobile-web,user,112,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061700,mobile-web,user,88,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061800,mobile-web,user,90,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061900,mobile-web,user,92,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021062000,mobile-web,user,113,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061400,desktop,user,50,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061500,desktop,user,60,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061600,desktop,user,58,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061700,desktop,user,39,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061800,desktop,user,28,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061900,desktop,user,31,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021062000,desktop,user,51,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061400,mobile-app,user,9,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061500,mobile-app,user,4,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061600,mobile-app,user,3,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061700,mobile-app,user,6,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061800,mobile-app,user,1,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021061900,mobile-app,user,5,2021-06-20,The Kids of Degrassi Street
en.wikipedia,The_Kids_of_Degrassi_Street,daily,2021062000,mobile-app,user,5,2021-06-20,The Kids of Degrassi Street
en.wikipedia,Life_with_Derek,daily,2021061400,mobile-web,user,280,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061500,mobile-web,user,254,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061600,mobile-web,user,213,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061700,mobile-web,user,290,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061800,mobile-web,user,258,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061900,mobile-web,user,274,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021062000,mobile-web,user,217,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061400,desktop,user,114,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061500,desktop,user,127,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061600,desktop,user,104,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061700,desktop,user,91,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061800,desktop,user,133,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061900,desktop,user,89,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021062000,desktop,user,67,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061400,mobile-app,user,3,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061500,mobile-app,user,4,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061600,mobile-app,user,3,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061700,mobile-app,user,6,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061800,mobile-app,user,9,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021061900,mobile-app,user,7,2021-06-20,Life with Derek
en.wikipedia,Life_with_Derek,daily,2021062000,mobile-app,user,5,2021-06-20,Life with Derek
en.wikipedia,Muppets_Tonight,daily,2021061400,mobile-web,user,64,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061500,mobile-web,user,65,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061600,mobile-web,user,63,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061700,mobile-web,user,64,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061800,mobile-web,user,57,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061900,mobile-web,user,81,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021062000,mobile-web,user,77,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061400,desktop,user,55,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061500,desktop,user,50,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061600,desktop,user,42,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061700,desktop,user,45,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061800,desktop,user,52,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061900,desktop,user,41,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021062000,desktop,user,56,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061400,mobile-app,user,1,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061500,mobile-app,user,0,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061600,mobile-app,user,3,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061700,mobile-app,user,2,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061800,mobile-app,user,3,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021061900,mobile-app,user,5,2021-06-20,Muppets Tonight
en.wikipedia,Muppets_Tonight,daily,2021062000,mobile-app,user,13,2021-06-20,Muppets Tonight
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061400,mobile-web,user,162,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061500,mobile-web,user,181,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061600,mobile-web,user,178,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061700,mobile-web,user,168,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061800,mobile-web,user,225,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061900,mobile-web,user,242,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021062000,mobile-web,user,211,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061400,desktop,user,108,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061500,desktop,user,66,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061600,desktop,user,106,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061700,desktop,user,46,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061800,desktop,user,68,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061900,desktop,user,63,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021062000,desktop,user,70,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061400,mobile-app,user,0,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061500,mobile-app,user,1,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061600,mobile-app,user,1,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061700,mobile-app,user,6,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061800,mobile-app,user,0,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021061900,mobile-app,user,0,2021-06-20,My Babysitter's a Vampire
en.wikipedia,My_Babysitter's_a_Vampire_(TV_series),daily,2021062000,mobile-app,user,5,2021-06-20,My Babysitter's a Vampire
en.wikipedia,"Naturally,_Sadie",daily,2021061400,mobile-web,user,49,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061500,mobile-web,user,60,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061600,mobile-web,user,80,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061700,mobile-web,user,73,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061800,mobile-web,user,57,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061900,mobile-web,user,44,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021062000,mobile-web,user,52,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061400,desktop,user,19,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061500,desktop,user,28,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061600,desktop,user,25,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061700,desktop,user,36,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061800,desktop,user,37,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061900,desktop,user,30,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021062000,desktop,user,32,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061400,mobile-app,user,1,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061500,mobile-app,user,1,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061600,mobile-app,user,0,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061700,mobile-app,user,0,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061800,mobile-app,user,0,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021061900,mobile-app,user,1,2021-06-20,"Naturally, Sadie"
en.wikipedia,"Naturally,_Sadie",daily,2021062000,mobile-app,user,0,2021-06-20,"Naturally, Sadie"
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061400,mobile-web,user,143,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061500,mobile-web,user,158,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061600,mobile-web,user,114,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061700,mobile-web,user,95,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061800,mobile-web,user,132,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061900,mobile-web,user,131,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021062000,mobile-web,user,175,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061400,desktop,user,93,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061500,desktop,user,77,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061600,desktop,user,46,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061700,desktop,user,57,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061800,desktop,user,54,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061900,desktop,user,40,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021062000,desktop,user,55,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061400,mobile-app,user,6,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061500,mobile-app,user,4,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061600,mobile-app,user,6,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061700,mobile-app,user,5,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061800,mobile-app,user,2,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021061900,mobile-app,user,3,2021-06-20,The Neighbors
en.wikipedia,The_Neighbors_(2012_TV_series),daily,2021062000,mobile-app,user,6,2021-06-20,The Neighbors
en.wikipedia,The_Sinbad_Show,daily,2021061400,mobile-web,user,33,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061500,mobile-web,user,37,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061600,mobile-web,user,46,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061700,mobile-web,user,32,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061800,mobile-web,user,32,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061900,mobile-web,user,39,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021062000,mobile-web,user,37,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061400,desktop,user,18,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061500,desktop,user,19,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061600,desktop,user,12,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061700,desktop,user,16,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061800,desktop,user,22,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061900,desktop,user,15,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021062000,desktop,user,14,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061400,mobile-app,user,0,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061500,mobile-app,user,2,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061600,mobile-app,user,0,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061700,mobile-app,user,4,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061800,mobile-app,user,2,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021061900,mobile-app,user,2,2021-06-20,The Sinbad Show
en.wikipedia,The_Sinbad_Show,daily,2021062000,mobile-app,user,0,2021-06-20,The Sinbad Show
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061400,mobile-web,user,674,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061500,mobile-web,user,676,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061600,mobile-web,user,685,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061700,mobile-web,user,666,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061800,mobile-web,user,680,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061900,mobile-web,user,692,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021062000,mobile-web,user,690,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061400,desktop,user,270,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061500,desktop,user,251,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061600,desktop,user,233,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061700,desktop,user,266,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061800,desktop,user,242,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061900,desktop,user,218,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021062000,desktop,user,193,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061400,mobile-app,user,42,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061500,mobile-app,user,41,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061600,mobile-app,user,30,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061700,mobile-app,user,39,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061800,mobile-app,user,23,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021061900,mobile-app,user,40,2021-06-20,"Sister, Sister"
en.wikipedia,"Sister,_Sister_(TV_series)",daily,2021062000,mobile-app,user,26,2021-06-20,"Sister, Sister"
en.wikipedia,Smart_Guy,daily,2021061400,mobile-web,user,220,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061500,mobile-web,user,189,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061600,mobile-web,user,203,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061700,mobile-web,user,384,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061800,mobile-web,user,448,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061900,mobile-web,user,251,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021062000,mobile-web,user,260,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061400,desktop,user,119,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061500,desktop,user,89,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061600,desktop,user,86,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061700,desktop,user,131,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061800,desktop,user,112,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061900,desktop,user,73,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021062000,desktop,user,90,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061400,mobile-app,user,10,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061500,mobile-app,user,7,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061600,mobile-app,user,12,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061700,mobile-app,user,19,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061800,mobile-app,user,19,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021061900,mobile-app,user,11,2021-06-20,Smart Guy
en.wikipedia,Smart_Guy,daily,2021062000,mobile-app,user,16,2021-06-20,Smart Guy
en.wikipedia,The_Torkelsons,daily,2021061400,mobile-web,user,115,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061500,mobile-web,user,74,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061600,mobile-web,user,86,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061700,mobile-web,user,93,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061800,mobile-web,user,81,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061900,mobile-web,user,107,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021062000,mobile-web,user,105,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061400,desktop,user,46,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061500,desktop,user,43,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061600,desktop,user,31,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061700,desktop,user,41,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061800,desktop,user,38,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061900,desktop,user,36,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021062000,desktop,user,37,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061400,mobile-app,user,13,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061500,mobile-app,user,7,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061600,mobile-app,user,2,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061700,mobile-app,user,4,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061800,mobile-app,user,3,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021061900,mobile-app,user,2,2021-06-20,The Torkelsons/Almost Home
en.wikipedia,The_Torkelsons,daily,2021062000,mobile-app,user,6,2021-06-20,The Torkelsons/Almost Home
